Date,AMZN_prices_prices,TSLA_prices_prices,META_prices_prices,AAPL_prices_prices,JNJ_prices_prices,V_prices_prices,PG_prices_prices,JPM_prices_prices,MSFT_prices_prices,GOOGL_prices_prices
2023-04-20,103.80999755859376,162.99000549316406,213.07000732421875,165.97671508789062,159.9042205810547,233.2075653076172,148.0303955078125,137.9744110107422,284.3056640625,105.29000091552734
2023-04-21,106.95999908447266,165.0800018310547,212.88999938964844,164.3533172607422,159.03424072265625,232.66082763671875,153.15284729003906,137.7098388671875,283.9579467773437,105.41000366210938
2023-04-24,106.20999908447266,162.5500030517578,212.7899932861328,164.66204833984375,160.00196838378906,231.3784942626953,153.42758178710938,137.89601135253906,279.9930725097656,105.97000122070312
2023-04-25,102.56999969482422,160.6699981689453,207.5500030517578,163.1083526611328,161.46826171875,228.227294921875,153.4668426513672,134.89764404296875,273.68316650390625,103.8499984741211
2023-04-26,104.9800033569336,153.75,209.3999938964844,163.098388671875,158.96578979492188,226.79583740234372,151.690673828125,132.50677490234375,293.5072937011719,103.70999908447266
2023-04-27,109.81999969482422,160.19000244140625,238.55999755859372,167.7296142578125,159.33724975585938,227.65074157714844,153.54534912109375,134.2901153564453,302.9076232910156,107.58999633789062
2023-04-28,105.4499969482422,164.30999755859375,240.32000732421875,168.99447631835938,160.02151489257812,231.34866333007807,153.45703125,135.45614624023438,305.3223571777344,107.33999633789062
2023-05-01,102.0500030517578,161.8300018310547,243.17999267578125,168.90484619140625,159.9237823486328,231.1299591064453,153.6434783935547,138.35653686523438,303.633056640625,107.1999969482422
2023-05-02,103.62999725341795,160.30999755859375,239.2400054931641,167.85906982421875,161.32164001464844,225.63278198242188,153.50607299804688,136.12245178222656,303.4839782714844,105.31999969482422
2023-05-03,103.6500015258789,160.61000061035156,237.02999877929688,166.7734832763672,159.21017456054688,224.63873291015625,153.30982971191406,133.2416534423828,302.4803771972656,105.41000366210938
2023-05-04,104.0,161.1999969482422,233.5200042724609,165.12017822265625,158.48680114746094,224.260986328125,152.60328674316406,131.41912841796875,303.4839782714844,104.69000244140624
2023-05-05,105.66000366210938,170.05999755859375,232.77999877929688,172.86875915527344,159.02442932128906,230.404296875,153.1135711669922,133.9863739013672,308.69097900390625,105.56999969482422
2023-05-08,105.83000183105467,171.7899932861328,233.2700042724609,172.79904174804688,158.6627655029297,230.85162353515625,152.397216796875,134.30972290039062,306.7035522460937,107.7699966430664
2023-05-09,106.62000274658205,169.14999389648438,233.3699951171875,171.07603454589844,157.4310760498047,231.87551879882807,150.83694458007812,133.6630096435547,305.06396484375,107.3499984741211
2023-05-10,110.19000244140624,168.5399932861328,233.0800018310547,172.85879516601562,158.017578125,229.8973388671875,151.15097045898438,133.73158264160156,310.3404846191406,111.75
2023-05-11,112.18000030517578,172.0800018310547,235.7899932861328,173.04803466796875,157.37242126464844,230.0865631103516,151.5042266845703,133.3102569580078,308.1543273925781,116.56999969482422
2023-05-12,110.26000213623048,167.97999572753906,233.80999755859372,172.11053466796875,157.16714477539062,230.45510864257807,153.04489135742188,131.3995361328125,307.0215759277344,117.51000213623048
2023-05-15,111.1999969482422,166.35000610351562,238.8600006103516,171.61187744140625,155.96478271484375,231.8793792724609,153.09393310546875,132.50677490234375,307.5084533691406,116.51000213623048
2023-05-16,113.4000015258789,166.52000427246094,238.82000732421875,171.61187744140625,155.75950622558594,229.5487365722656,152.82899475097656,131.6151123046875,309.7740783691406,119.51000213623048
2023-05-17,115.5,173.86000061035156,242.4900054931641,172.230224609375,155.41737365722656,231.7200164794922,152.18133544921875,135.66192626953125,312.7019348144531,120.83999633789062
2023-05-18,118.1500015258789,176.88999938964844,246.8500061035156,174.58392333984375,154.91883850097656,232.66622924804688,149.67897033691406,136.69078063964844,317.2032470703125,122.83000183105467
2023-05-19,116.25,180.13999938964844,245.63999938964844,174.6936492919922,155.33917236328125,232.37738037109372,150.30702209472656,136.37722778320312,317.0239562988281,122.76000213623048
2023-05-22,115.01000213623048,188.8699951171875,248.32000732421875,173.73619079589844,154.50198364257812,230.35549926757807,146.3719940185547,135.25039672851562,319.85223388671875,125.0500030517578
2023-05-23,114.98999786376952,185.7700042724609,246.7400054931641,171.1032257080078,154.44288635253906,223.6822662353516,144.79208374023438,133.83937072753906,313.9566955566406,122.55999755859376
2023-05-24,116.75,182.8999938964844,249.2100067138672,171.38247680664062,154.295166015625,221.3615875244141,143.59487915039062,132.61456298828125,312.55255126953125,120.9000015258789
2023-05-25,115.0,184.47000122070312,252.69000244140625,172.5294189453125,152.07913208007812,222.48709106445312,142.67245483398438,132.93789672851562,324.5726318359375,123.4800033569336
2023-05-26,120.11000061035156,193.1699981689453,262.0400085449219,174.96292114257812,152.02003479003906,224.11056518554688,142.6822509765625,134.1823272705078,331.51385498046875,124.61000061035156
2023-05-30,121.66000366210938,201.16000366210935,262.5199890136719,176.82794189453125,152.03973388671875,220.7540283203125,140.50375366210938,134.69186401367188,329.8407592773437,123.66999816894533
2023-05-31,120.58000183105467,203.92999267578125,264.7200012207031,176.778076171875,152.71929931640625,220.1464691162109,139.8364715576172,132.9770965576172,327.0324401855469,122.87000274658205
2023-06-01,122.7699966430664,207.5200042724609,272.6099853515625,179.61050415039062,152.2071533203125,225.5946044921875,141.26918029785156,134.8094482421875,331.205078125,123.72000122070312
2023-06-02,124.25,213.97000122070312,272.6099853515625,180.4682159423828,154.60047912597656,227.8754425048828,143.7813262939453,137.64126586914062,334.0134582519531,124.66999816894533
2023-06-05,125.3000030517578,217.6100006103516,271.3900146484375,179.10186767578125,155.93011474609375,225.8635406494141,143.21217346191406,136.28904724121094,334.5512390136719,126.01000213623048
2023-06-06,126.61000061035156,221.30999755859372,271.1199951171875,178.7328643798828,155.79220581054688,227.3077392578125,141.78927612304688,136.53399658203125,332.300537109375,127.30999755859376
2023-06-07,121.2300033569336,224.57000732421875,263.6000061035156,177.3465576171875,156.12709045410156,224.36952209472656,142.09349060058594,137.85682678222656,322.04315185546875,122.5
